symbol	unit	chapter_at	chapter_n	later_at	later_n	chapter_line	later_line
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8a-configuration-surface.md:204	1	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	也就是说,用户可以在 `config.yaml` 里写一个**任意名字**的顶层标量,给技能脚本和外部程序	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8a-configuration-surface.md:343	1	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	四个消费面实跑对照(全新安装,没有 `config.yaml`):	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	6	notes/r8c-11-hr8fixa-guard-parse-check.md:209	5	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	| R8B「五个裸写点、四个 fail-closed」未逐点复核 | `hermes_cli/config.py:3611`、`:4995`、`:5123`、`hermes_cli/credential_lifecycle.py:174` 
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8c-12-managed-files-vs-fs.md:286	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-12-managed-files-vs-fs.md:286	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-12-managed-files-vs-fs.md:286	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-12-managed-files-vs-fs.md:286	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-12-managed-files-vs-fs.md:286	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8c-12-managed-files-vs-fs.md:286	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	**最后那一行是整条定案的形状**:同一个 `config.yaml`,读端点说"敏感,不给",
HERMES_HOME	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-90-rulings.md:31	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	设 `HERMES_HOME` 到一个临时目录,起真实的 `hermes_cli.web_server.app`,带会话令牌:
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8c-90-rulings.md:167	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-90-rulings.md:167	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-90-rulings.md:167	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-90-rulings.md:167	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-90-rulings.md:167	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8c-90-rulings.md:167	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	| ■-R8C-03 | 同一个 `config.yaml`:读端点 403,写端点 200 —— 读不到却能改写 `approvals.deny` | 高(实测) | `notes/r8c-12-*` §6 |
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8c-90-rulings.md:397	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-90-rulings.md:397	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-90-rulings.md:397	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-90-rulings.md:397	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-90-rulings.md:397	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8c-90-rulings.md:397	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	> **后果:用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8c-90-rulings.md:408	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-90-rulings.md:408	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-90-rulings.md:408	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-90-rulings.md:408	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-90-rulings.md:408	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8c-90-rulings.md:408	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	喂一个缩进坏掉的 `config.yaml`:
config.yaml	个	chapters/r8a-configuration-surface.md:18	6	notes/r8c-90-rulings.md:462	1	3. 但**同一份 `config.yaml` 有六个读取函数**(本轮清点为五个,R8B 补上了启动最早期的	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8a-configuration-surface.md:25	2	notes/r8c-90-rulings.md:462	1	两个系统之间的桥还是**双向**的:`config.yaml` 的顶层标量会反过来变成环境变量。	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8a-configuration-surface.md:343	2	notes/r8c-90-rulings.md:462	1	这不是纸上推演。同一个 `HERMES_HOME`,同一份只设了两个嵌套叶子键的 `config.yaml`:	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:129	2	notes/r8c-90-rulings.md:462	1	上一轮(R8A)的结论是:同一份 `config.yaml` 被两个装载器读,合并语义不一样。	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:191	4	notes/r8c-90-rulings.md:462	1	四个消费面实跑对照(全新安装,没有 `config.yaml`):	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	个	chapters/r8b-cli-trunk-and-interaction.md:552	5	notes/r8c-90-rulings.md:462	1	- **◇-R8B-b** `config.yaml` 的读取函数应从上一轮的**五个**更正为**六个**;第六个是启动最早期的 `_config_default_interface_early`(`hermes_cli/main.py:	> 用户把 `config.yaml` 改坏一个缩进,再跑一次 `hermes login` 一族的命令,
config.yaml	次	chapters/r8a-configuration-surface.md:644	1	notes/r8c-raw-auth-py.md:1250	2	**本轮跑了一次端到端验证。** 临时 home,`config.yaml` 里写	**第二次写:`config.yaml`,整文件替换。**
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r8c-raw-config-endpoints.md:111	11	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	- **`None` 落到最后一档 → `"string"`。** 实测 `DEFAULT_CONFIG` 里有 11 个 `None` 叶子
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r8c-raw-config-endpoints.md:111	11	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	- **`None` 落到最后一档 → `"string"`。** 实测 `DEFAULT_CONFIG` 里有 11 个 `None` 叶子
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r8c-raw-config-endpoints.md:111	11	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	- **`None` 落到最后一档 → `"string"`。** 实测 `DEFAULT_CONFIG` 里有 11 个 `None` 叶子
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r8c-raw-config-endpoints.md:111	11	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	- **`None` 落到最后一档 → `"string"`。** 实测 `DEFAULT_CONFIG` 里有 11 个 `None` 叶子
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r8c-raw-config-endpoints.md:111	11	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	- **`None` 落到最后一档 → `"string"`。** 实测 `DEFAULT_CONFIG` 里有 11 个 `None` 叶子
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r8c-raw-config-endpoints.md:176	0	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	`DEFAULT_CONFIG` 里值为 `{}` 的段递归后产出 0 个字段,GUI 表单因此完全看不到它们。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r8c-raw-config-endpoints.md:176	0	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	`DEFAULT_CONFIG` 里值为 `{}` 的段递归后产出 0 个字段,GUI 表单因此完全看不到它们。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r8c-raw-config-endpoints.md:176	0	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	`DEFAULT_CONFIG` 里值为 `{}` 的段递归后产出 0 个字段,GUI 表单因此完全看不到它们。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r8c-raw-config-endpoints.md:402	1	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	而 `DEFAULT_CONFIG` 顶层另有一个从没人读的 `personalities: {}`。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r8c-raw-config-endpoints.md:402	1	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	而 `DEFAULT_CONFIG` 顶层另有一个从没人读的 `personalities: {}`。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r8c-raw-config-endpoints.md:402	1	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	而 `DEFAULT_CONFIG` 顶层另有一个从没人读的 `personalities: {}`。
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r8c-raw-config-endpoints.md:1294	2	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	这两个路径都不在 `DEFAULT_CONFIG` 里(`personalities` 在顶层,`terminal.lifetime_seconds`
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r8c-raw-config-endpoints.md:1294	2	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	这两个路径都不在 `DEFAULT_CONFIG` 里(`personalities` 在顶层,`terminal.lifetime_seconds`
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:1759	23	notes/r8c-raw-config-endpoints.md:1294	2	- `data/r8a-extra-root-keys.tsv` —— **23 个**不在 `DEFAULT_CONFIG` 里但合法的根键。	这两个路径都不在 `DEFAULT_CONFIG` 里(`personalities` 在顶层,`terminal.lifetime_seconds`
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:230	82	notes/r8c-raw-config-endpoints.md:1305	39	**只有用户真正写下的键才可以被桥进环境。** 否则 `DEFAULT_CONFIG` 的 82 个顶层键	- **◇-1** `DEFAULT_CONFIG` 里 39 个空 dict 段在 GUI schema 中产出 0 个字段,
DEFAULT_CONFIG	个	chapters/r8a-configuration-surface.md:421	89	notes/r8c-raw-config-endpoints.md:1305	39	**"集体"不是修辞。** 把 `cli.py` 那份默认值展开是 **89 个键**,与 `DEFAULT_CONFIG` 求差,	- **◇-1** `DEFAULT_CONFIG` 里 39 个空 dict 段在 GUI schema 中产出 0 个字段,
